SOCIAL_INDEX_ID,COUNTRY_YEAR_ID,LIFE_EXPECTANCY,SOCIAL_SUPPORT,FREEDOM,GENEROSITY,FAMILY
1,1,0.8891,null,0.6417,null,1.3183
2,2,0.8746,null,0.6494,null,1.3606
3,3,0.9414,null,0.6656,null,1.3495
4,4,0.9478,null,0.6288,null,1.4022
5,5,0.8852,null,0.6697,null,1.331
6,6,0.8928,null,0.6158,null,1.2802
7,7,0.9109,null,0.6598,null,1.2891
8,8,0.9084,null,0.6394,null,1.3197
9,9,0.8904,null,0.6243,null,1.297
10,10,0.9189,null,0.6158,null,1.2196
11,11,0.9056,null,0.633,null,1.3226
12,12,0.9316,null,0.6512,null,1.3092
13,13,0.9094,null,0.5962,null,1.2855
14,14,0.9139,null,0.4132,null,1.2239
15,15,0.8603,null,0.6338,null,1.2379
16,16,0.8953,null,0.6178,null,1.3695
17,17,0.8919,null,0.6148,null,1.2994
18,18,0.8618,null,0.546,null,1.2471
19,19,0.8448,null,0.4636,null,1.2064
20,20,0.8967,null,0.5845,null,1.2857
21,21,0.8092,null,0.6416,null,1.1258
22,22,0.8872,null,0.6036,null,1.302
23,23,0.9458,null,0.5501,null,1.2604
24,24,0.8144,null,0.4818,null,0.9145
25,25,0.8753,null,0.3974,null,1.0762
26,26,0.8116,null,0.6036,null,1.2089
27,27,0.7202,null,0.3105,null,1.0839
28,28,0.9556,null,0.4595,null,1.3138
29,29,0.6442,null,0.5773,null,1.0436
30,30,0.9545,null,0.2624,null,1.1978
31,31,1.0252,null,0.5425,null,1.02
32,32,0.697,null,0.4905,null,1.2329
33,33,0.8734,null,0.6086,null,1.2738
34,34,0.6774,null,0.4035,null,1.0251
35,35,0.6313,null,0.2475,null,0.812
36,36,0.7966,null,0.5421,null,1.1985
37,37,0.789,null,0.3175,null,1.27
38,38,0.5977,null,0.6582,null,1.3404
39,39,0.8586,null,0.4413,null,1.1245
40,40,0.7472,null,0.4549,null,1.2162
41,41,0.7313,null,0.2134,null,1.2574
42,42,0.6148,null,0.5588,null,1.1835
43,43,0.779,null,0.5312,null,1.2795
44,44,0.6908,null,0.5347,null,1.2402
45,45,0.9236,null,0.4067,null,0.8932
46,46,0.7431,null,0.5548,null,1.1418
47,47,0.7689,null,0.3507,null,0.8859
48,48,0.7249,null,0.555,null,1.1659
49,49,0.7095,null,0.5607,null,0.9852
50,50,0.6437,null,0.5165,null,1.1224
51,51,0.7736,null,0.4489,null,1.2279
52,52,0.5811,null,0.6254,null,1.0352
53,53,0.759,null,0.3211,null,1.2022
54,54,0.7385,null,0.5566,null,1.265
55,55,0.7872,null,0.4497,null,1.2482
56,56,0.6951,null,0.4015,null,0.9535
57,57,0.7244,null,0.2967,null,1.0956
58,58,0.7907,null,0.4857,null,0.999
59,59,0.8752,null,0.5147,null,1.1394
60,60,0.6874,null,0.5044,null,1.151
61,61,0.9654,null,0.3321,null,0.9577
62,62,0.9911,null,0.4962,null,1.2571
63,63,0.7302,null,0.415,null,0.9746
64,64,0.7484,null,0.2011,null,1.0096
65,65,0.5392,null,0.5741,null,0.9784
66,66,0.5147,null,0.121,null,0.4141
67,67,0.661,null,0.539,null,1.3048
68,68,0.6682,null,0.5767,null,1.172
69,69,0.7908,null,0.0924,null,0.9192
70,70,0.6183,null,0.3282,null,1.0153
71,71,0.5738,null,0.4722,null,0.8556
72,72,0.7252,null,0.1826,null,0.9056
73,73,0.6693,null,0.3668,null,1.2362
74,74,0.6509,null,0.4348,null,1.1511
75,75,0.7361,null,0.3794,null,1.2329
76,76,0.9236,null,0.4903,null,1.0701
77,77,0.8821,null,0.077,null,0.9293
78,78,1.0133,null,0.5961,null,1.0582
79,79,0.788,null,0.2588,null,0.7962
80,80,0.7038,null,0.4167,null,1.1186
81,81,0.6027,null,0.4363,null,1.3006
82,82,0.7239,null,0.5302,null,1.0702
83,83,0.7468,null,0.5944,null,0.9123
84,84,0.6379,null,0.4661,null,1.0871
85,85,0.1519,null,0.4687,null,0.7712
86,86,0.3191,null,0.4845,null,0.3539
87,88,0.0981,null,0.226,null,1.0012
88,88,0.3105,null,0.4147,null,0.6629
89,89,0.6404,null,0.3703,null,0.9379
90,90,0.7355,null,0.3346,null,1.0023
91,91,0.4013,null,0.4234,null,0.6795
92,92,0.5687,null,0.3828,null,0.8645
93,93,0.7317,null,0.2282,null,0.9463
94,94,0.8166,null,0.517,null,0.9468
95,95,0.5389,null,0.4761,null,1.2267
96,96,0.7665,null,0.3059,null,1.1061
97,97,0.6095,null,0.4169,null,0.641
98,98,0.234,null,0.4931,null,0.8877
99,99,0.7205,null,0.4291,null,1.256
100,100,0.6177,null,0.2858,null,1.0777
101,101,0.4354,null,0.3677,null,0.9762
102,102,0.2401,null,0.3772,null,0.4648
103,103,0.2971,null,0.4769,null,0.7726
104,104,0.5491,null,0.5959,null,0.738
105,105,0.8132,null,0.3573,null,0.8043
106,106,0.6111,null,0.6625,null,0.6274
107,107,0.6016,null,0.4082,null,0.4311
108,108,0.4337,null,0.3191,null,0.9053
109,109,0.2769,null,0.3321,null,1.1847
110,110,0.6024,null,0.0,null,0.8189
111,111,0.8395,null,0.3392,null,0.8
112,112,0.2712,null,0.3949,null,0.8519
113,114,0.2058,null,0.3886,null,1.0353
114,115,0.1601,null,0.3433,null,0.9043
115,116,0.7299,null,0.1985,null,0.7771
116,117,0.7293,null,0.4058,null,0.3856
117,118,0.698,null,0.3003,null,0.5445
118,119,0.6964,null,0.4066,null,1.0539
119,120,0.0913,null,0.3404,null,1.0263
120,121,0.4144,null,0.4222,null,0.9988
121,123,0.6739,null,0.2512,null,1.2028
122,124,0.342,null,0.2853,null,0.7897
123,125,0.6602,null,0.245,null,0.9256
124,126,0.3386,null,0.4573,null,1.133
125,127,0.1501,null,0.235,null,0.7606
126,128,0.7379,null,0.2627,null,0.6043
127,129,0.3587,null,0.2423,null,0.8691
128,130,0.7081,null,0.5373,null,1.019
129,131,0.0757,null,0.3066,null,1.0728
130,132,0.4825,null,0.4402,null,0.709
131,133,0.3631,null,0.2292,null,0.7927
132,134,0.2844,null,0.3645,null,0.14
133,135,0.4406,null,0.4345,null,0.6041
134,136,0.4672,null,0.1918,null,0.668
135,137,0.6171,null,0.1729,null,0.747
136,138,0.0,null,0.4084,null,0.9557
137,139,0.224,null,0.1185,null,0.4159
138,140,0.2992,null,0.4883,null,0.9161
139,141,0.3885,null,0.2442,null,0.743
140,142,0.0761,null,0.3177,null,1.041
141,143,0.5153,null,0.3979,null,0.3817
142,144,0.2256,null,0.4305,null,0.4113
143,145,0.4006,null,0.3557,null,0.6809
144,146,0.0478,null,0.495,null,1.1046
145,147,0.3822,null,0.3288,null,1.0027
146,148,0.067,null,0.4888,null,0.0
147,149,0.4286,null,0.592,null,0.7737
148,150,0.3348,null,0.2586,null,1.0328
149,152,0.3034,null,0.2341,null,0.3028
150,154,0.7973,null,0.6404,null,1.0786
151,155,0.6082,null,0.5966,null,0.972
152,158,0.5741,null,0.5321,null,1.104
153,159,0.4387,null,0.4658,null,0.9515
154,160,0.3688,null,0.1008,null,1.014
155,161,0.1668,null,0.1038,null,0.8604
156,162,0.7219,null,0.1568,null,0.4749
157,164,0.7628,null,0.6327,null,1.0818
158,165,0.3629,null,0.4607,null,0.5921
159,169,0.8109,null,0.571,null,1.1346
160,170,0.795,null,0.5794,null,1.1637
161,171,0.863,null,0.5856,null,1.1452
162,172,0.8673,null,0.5662,null,1.1833
163,173,0.7958,null,0.5961,null,1.1269
164,174,0.8123,null,0.5521,null,1.0291
165,175,0.8312,null,0.5822,null,1.0876
166,176,0.831,null,0.5815,null,1.1728
167,177,0.8056,null,0.5436,null,1.0838
168,178,0.8454,null,0.5487,null,1.04
169,179,0.8276,null,0.5737,null,1.0961
170,180,0.8512,null,0.5684,null,1.1048
171,181,0.8099,null,0.5004,null,1.0867
172,182,0.8492,null,0.3643,null,0.9954
173,183,0.7615,null,0.5522,null,1.0215
174,184,0.8146,null,0.5401,null,1.1616
175,185,0.8149,null,0.5347,null,1.0977
176,186,0.779,null,0.4816,null,1.0478
177,187,0.7638,null,0.4142,null,1.0079
178,188,0.8196,null,0.5135,null,1.0525
179,189,0.7299,null,0.5622,null,0.8711
180,190,0.8032,null,0.5499,null,1.0988
181,191,0.838,null,0.4656,null,1.0051
182,192,0.7114,null,0.3771,null,0.7146
183,193,0.7956,null,0.3238,null,0.9262
184,194,0.7218,null,0.5439,null,1.0314
185,195,0.5927,null,0.379,null,0.8483
186,196,0.879,null,0.3754,null,1.1294
187,197,0.5404,null,0.5038,null,0.8712
188,198,0.851,null,0.1883,null,1.0417
189,199,0.9472,null,0.4877,null,0.8676
190,200,0.6142,null,0.4042,null,1.0394
191,201,0.7915,null,0.5316,null,1.0561
192,202,0.596,null,0.3727,null,0.8098
193,203,0.54,null,0.144,null,0.6606
194,204,0.7084,null,0.4893,null,0.9891
195,205,0.7037,null,0.2339,null,1.0827
196,206,0.5016,null,0.6085,null,1.1681
197,207,0.8188,null,0.3779,null,0.9059
198,208,0.657,null,0.4738,null,0.944
199,209,0.6467,null,0.1893,null,1.0641
200,210,0.5261,null,0.4845,null,0.9857
201,211,0.6906,null,0.4519,null,1.0468
202,212,0.5966,null,0.4474,null,1.0217
203,213,0.8488,null,0.2951,null,0.707
204,214,0.6521,null,0.4658,null,0.8952
205,215,0.676,null,0.3671,null,0.728
206,216,0.6357,null,0.4317,null,0.8776
207,217,0.6619,null,0.4614,null,0.757
208,218,0.5739,null,0.4052,null,0.9554
209,219,0.681,null,0.4151,null,1.0516
210,220,0.4704,null,0.5485,null,0.8788
211,221,0.6761,null,0.1977,null,0.9316
212,222,0.6492,null,0.4955,null,1.0448
213,223,0.6971,null,0.4228,null,1.0661
214,224,0.5838,null,0.2676,null,0.756
215,225,0.6395,null,0.28,null,0.9502
216,226,0.6861,null,0.4027,null,0.8597
217,227,0.7936,null,0.4473,null,0.9437
218,228,0.5947,null,0.436,null,0.9637
219,229,0.8864,null,0.2517,null,0.7219
220,230,0.9149,null,0.4676,null,1.0605
221,231,0.6299,null,0.375,null,0.8126
222,232,0.6458,null,0.1572,null,0.8133
223,233,0.4697,null,0.5096,null,0.8378
224,234,0.4031,null,0.1462,null,0.2614
225,235,0.583,null,0.4624,null,1.1111
226,236,0.5767,null,0.5226,null,0.995
227,237,0.7077,null,0.0951,null,0.6437
228,238,0.5231,null,0.252,null,0.8313
229,239,0.5312,null,0.4341,null,0.756
230,240,0.6353,null,0.1511,null,0.7417
231,241,0.5899,null,0.3268,null,1.0526
232,242,0.5545,null,0.4021,null,0.9543
233,243,0.631,null,0.2909,null,1.0499
234,244,0.8414,null,0.436,null,0.8183
235,245,0.8003,null,0.0582,null,0.7547
236,246,0.9528,null,0.4808,null,0.8702
237,247,0.7052,null,0.2391,null,0.6081
238,248,0.523,null,0.4067,null,0.9508
239,249,0.5547,null,0.3597,null,1.0898
240,250,0.6237,null,0.3903,null,0.8802
241,251,0.6616,null,0.5595,null,0.7912
242,252,0.4937,null,0.3924,null,0.8762
243,253,0.0448,null,0.4066,null,0.5758
244,254,0.2103,null,0.3975,null,0.1042
245,256,0.188,null,0.156,null,0.8068
246,256,0.2821,null,0.3794,null,0.478
247,257,0.545,null,0.3533,null,0.7604
248,258,0.6474,null,0.2767,null,0.7824
249,259,0.2968,null,0.4097,null,0.4935
250,260,0.5007,null,0.3701,null,0.697
251,261,0.6472,null,0.2389,null,0.8772
252,262,0.7356,null,0.4401,null,0.7938
253,263,0.4401,null,0.3741,null,1.0382
254,264,0.6781,null,0.2122,null,0.9254
255,265,0.5947,null,0.2565,null,0.386
256,266,0.127,null,0.4274,null,0.6254
257,267,0.619,null,0.1985,null,1.033
258,268,0.618,null,0.2101,null,0.8331
259,269,0.4046,null,0.3106,null,0.7742
260,270,0.1883,null,0.3095,null,0.3109
261,271,0.2616,null,0.3804,null,0.6053
262,272,0.3829,null,0.5217,null,0.5497
263,273,0.7301,null,0.3187,null,0.5016
264,274,0.4249,null,0.5885,null,0.5375
265,275,0.5299,null,0.3978,null,0.2475
266,276,0.3494,null,0.281,null,0.7237
267,277,0.1861,null,0.4248,null,0.9605
268,278,0.5108,null,0.2486,null,0.592
269,279,0.7617,null,0.2623,null,0.6418
270,280,0.213,null,0.3337,null,0.6305
271,282,0.1635,null,0.2754,null,0.8633
272,283,0.0511,null,0.2785,null,0.645
273,284,0.6408,null,0.1404,null,0.6248
274,285,0.6404,null,0.3246,null,0.1925
275,286,0.6423,null,0.2254,null,0.3886
276,287,0.6071,null,0.3602,null,0.8622
277,289,0.3015,null,0.4058,null,0.7624
278,290,0.3474,null,0.4861,null,0.7036
279,291,0.5863,null,0.1286,null,1.0141
280,292,0.2316,null,0.2575,null,0.5035
281,293,0.5684,null,0.1774,null,0.7163
282,294,0.1962,null,0.4365,null,0.9098
283,295,0.0382,null,0.1281,null,0.6318
284,296,0.5958,null,0.2355,null,0.4316
285,297,0.2864,null,0.1268,null,0.8414
286,298,0.6201,null,0.5082,null,0.8478
287,300,0.3988,null,0.4269,null,0.6998
288,301,0.2998,null,0.1541,null,0.6032
289,302,0.2481,null,0.3468,null,0.0
290,303,0.3458,null,0.367,null,0.3793
291,304,0.3711,null,0.1368,null,0.4612
292,305,0.5212,null,0.1885,null,0.4981
293,306,0.0,null,0.3068,null,0.628
294,307,0.1575,null,0.0432,null,0.2344
295,308,0.2357,null,0.4266,null,0.6376
296,309,0.2749,null,0.1207,null,0.2956
297,311,0.4509,null,0.4028,null,0.2925
298,312,0.2936,null,0.4143,null,0.147
299,313,0.3105,null,0.2287,null,0.4749
300,314,0.3475,null,0.4409,null,0.8919
301,315,0.357,null,0.3176,null,0.7762
302,317,0.3186,null,0.5432,null,0.6159
303,318,0.1595,null,0.2543,null,0.7148
304,319,0.1578,null,0.1966,null,0.1852
305,320,0.1734,null,0.1643,null,0.1104
306,321,0.7776,null,0.4682,null,1.0811
307,322,0.7172,null,0.5668,null,0.8796
308,323,0.5093,null,0.5223,null,0.7787
309,324,0.4557,null,0.5123,null,0.6866
310,325,0.1147,null,0.5678,null,0.3361
311,326,0.4976,null,0.4607,null,0.9084
312,327,0.3311,null,0.3913,null,0.7586
313,328,0.2976,null,0.0,null,0.8193
314,329,0.0499,null,0.0059,null,0.6637
315,330,0.6299,null,0.0691,null,0.1487
316,337,0.8092,null,0.618,0.2455,1.5402
317,338,0.7926,null,0.626,0.3553,1.5511
318,339,0.8581,null,0.6201,0.2905,1.5169
319,340,0.8336,null,0.6272,0.4755,1.6106
320,341,0.7967,null,0.6354,0.362,1.5335
321,342,0.8107,null,0.5854,0.4705,1.4289
322,343,0.8309,null,0.6129,0.3854,1.4782
323,344,0.8168,null,0.6141,0.5,1.5482
324,345,0.8153,null,0.5678,0.3165,1.4599
325,346,0.8451,null,0.5966,0.2832,1.4576
326,347,0.8346,null,0.6111,0.4355,1.4813
327,348,0.8439,null,0.6016,0.4777,1.51
328,349,0.8053,null,0.5082,0.4928,1.4965
329,350,0.8384,null,0.406,0.3301,1.3763
330,351,0.7595,null,0.5801,0.2146,1.4164
331,352,0.8098,null,0.5731,0.4279,1.5582
332,353,0.799,null,0.5625,0.3363,1.4725
333,354,0.7743,null,0.5057,0.3926,1.4199
334,355,0.7544,null,0.4909,0.0881,1.4339
335,356,0.8181,null,0.5398,0.2315,1.4623
336,357,0.7268,null,0.6083,0.3609,1.2664
337,358,0.8219,null,0.5888,0.5747,1.4884
338,359,0.8445,null,0.4702,0.1298,1.3878
339,360,0.71,null,0.4127,0.121,1.2109
340,361,0.794,null,0.3615,0.2584,1.3846
341,362,0.7192,null,0.5794,0.1751,1.4122
342,363,0.5901,null,0.4498,0.1476,1.2867
343,364,0.889,null,0.4088,0.1901,1.5321
344,365,0.5402,null,0.5313,0.2835,1.2556
345,366,0.8531,null,0.2565,0.1728,1.4449
346,367,0.9495,null,0.5498,0.346,1.3538
347,368,0.6166,null,0.4375,0.1623,1.4313
348,369,0.7908,null,0.5726,0.2426,1.4525
349,370,0.596,null,0.4325,0.0783,1.1821
350,371,0.5415,null,0.2603,0.3199,1.1379
351,372,0.7062,null,0.55,0.2106,1.3732
352,373,0.7127,null,0.2958,0.1365,1.5051
353,374,0.4983,null,0.6582,0.416,1.549
354,375,0.8195,null,0.3769,0.3267,1.284
355,376,0.6531,null,0.5367,0.1727,1.3231
356,377,0.6289,null,0.2342,0.0102,1.4735
357,378,0.52,null,0.5186,0.3253,1.3802
358,379,0.6995,null,0.5203,0.1585,1.4457
359,380,0.595,null,0.4775,0.149,1.4022
360,381,0.8447,null,0.3551,0.2713,1.1314
361,382,0.6531,null,0.4476,0.3017,1.2872
362,383,0.6852,null,0.457,0.1335,1.1501
363,384,0.6321,null,0.4963,0.2283,1.2597
364,385,0.638,null,0.4912,0.3609,1.2096
365,386,0.606,null,0.4375,0.202,1.3844
366,387,0.6952,null,0.4791,0.0989,1.4767
367,388,0.468,null,0.5852,0.1935,1.2539
368,389,0.6878,null,0.1759,0.0784,1.3431
369,390,0.6472,null,0.5802,0.5721,1.4258
370,391,0.6951,null,0.4945,0.1095,1.4405
371,392,0.5826,null,0.3481,0.2362,1.1439
372,393,0.6386,null,0.3257,0.1531,1.4047
373,394,0.6856,null,0.4552,0.1501,1.2862
374,395,0.7958,null,0.4985,0.0951,1.367
375,396,0.641,null,0.4743,0.2338,1.3682
376,397,0.9002,null,0.2579,0.2067,1.1283
377,398,0.9135,null,0.5056,0.1206,1.4363
378,399,0.6302,null,0.45,0.1268,1.2188
379,400,0.6508,null,0.2087,0.2201,1.2582
380,401,0.4736,null,0.5587,0.2256,1.2276
381,402,0.402,null,0.2352,0.3154,0.6727
382,403,0.5793,null,0.4735,0.2242,1.5073
383,404,0.5749,null,0.5526,0.187,1.4024
384,405,0.7052,null,0.2044,0.3289,1.0693
385,406,0.5895,null,0.2407,0.2088,1.2518
386,407,0.5292,null,0.4716,0.249,1.2715
387,408,0.6675,null,0.195,0.1979,1.2384
388,409,0.5473,null,0.3738,0.0523,1.4693
389,410,0.5535,null,0.4549,0.4286,1.3942
390,411,0.6377,null,0.2954,0.1551,1.4449
391,412,0.8346,null,0.4712,0.2668,1.1863
392,413,0.8102,null,0.0957,0.0,1.2394
393,414,0.9431,null,0.491,0.3745,1.2628
394,415,0.7013,null,0.2558,0.248,0.968
395,416,0.5202,null,0.4657,0.1521,1.3576
396,417,0.5578,null,0.3941,0.3385,1.493
397,418,0.6188,null,0.4023,0.4166,1.2846
398,419,0.6522,null,0.5711,0.235,1.2775
399,420,0.4923,null,0.4433,0.6117,1.2744
400,421,0.0486,null,0.4477,0.2012,0.9048
401,422,0.2099,null,0.426,0.2079,0.4353
402,424,0.29,null,0.435,0.1209,0.832
403,424,0.1914,null,0.236,0.2465,1.229
404,425,0.5408,null,0.3982,0.0453,1.1524
405,426,0.6449,null,0.3259,0.2538,1.2079
406,427,0.2956,null,0.423,0.2569,0.8737
407,428,0.5041,null,0.4403,0.3941,1.1793
408,429,0.6376,null,0.3007,0.0467,1.3378
409,430,0.7414,null,0.4728,0.0288,1.1608
410,431,0.4377,null,0.4183,0.2499,1.4931
411,432,0.7082,null,0.2892,0.1132,1.4344
412,433,0.5977,null,0.4082,0.0322,0.7749
413,434,0.1329,null,0.4304,0.2363,0.946
414,435,0.6171,null,0.154,0.065,1.4313
415,436,0.6176,null,0.2333,0.0694,1.1462
416,437,0.4094,null,0.3779,0.1835,1.1797
417,438,0.1941,null,0.3486,0.2648,0.7912
418,439,0.2685,null,0.3637,0.2287,0.993
419,441,0.7312,null,0.3815,0.2013,0.8037
420,442,0.4298,null,0.6334,0.3859,1.0062
421,443,0.5332,null,0.4784,0.1723,0.7351
422,444,0.3566,null,0.3123,0.0438,1.1556
423,445,0.1871,null,0.4792,0.1394,1.3848
424,446,0.5012,null,0.2886,0.1996,0.9786
425,447,0.7351,null,0.2885,0.2645,1.1296
426,448,0.2158,null,0.3244,0.2509,1.0433
427,450,0.1694,null,0.3066,0.1834,1.2815
428,451,0.0569,null,0.395,0.2309,1.2158
429,452,0.6375,null,0.1983,0.0835,1.0075
430,453,0.6495,null,0.3094,0.054,0.5706
431,454,0.6393,null,0.2493,0.3872,0.7116
432,455,0.6046,null,0.4184,0.1722,1.2391
433,456,0.1067,null,0.4808,0.3222,0.8707
434,457,0.31,null,0.4528,0.4449,1.068
435,458,0.3386,null,0.5203,0.0771,1.0985
436,459,0.5759,null,0.123,0.2701,1.3945
437,460,0.2299,null,0.3329,0.2665,0.8721
438,461,0.5657,null,0.2547,0.1142,1.1556
439,462,0.2176,null,0.4432,0.3258,1.1298
440,463,0.0411,null,0.1623,0.2161,0.9539
441,464,0.6132,null,0.2897,0.0497,0.8684
442,465,0.2853,null,0.0961,0.2019,1.272
443,466,0.6251,null,0.5612,0.4909,1.26
444,468,0.3975,null,0.5145,0.8381,1.1232
445,470,0.2471,null,0.3804,0.1969,0.4319
446,471,0.3534,null,0.4088,0.3127,0.8647
447,472,0.3752,null,0.1892,0.2087,0.913
448,473,0.5202,null,0.2821,0.1286,0.9975
449,474,0.0056,null,0.3187,0.293,0.9841
450,475,0.1516,null,0.0599,0.2044,0.6298
451,476,0.2578,null,0.4616,0.2496,1.0032
452,477,0.2773,null,0.0304,0.4892,0.6404
453,478,0.0,null,0.3907,0.1575,1.1901
454,479,0.4554,null,0.47,0.2315,0.7544
455,480,0.3151,null,0.4669,0.2872,0.5126
456,481,0.3101,null,0.2495,0.1041,0.9354
457,482,0.3418,null,0.5052,0.0993,1.2216
458,483,0.3645,null,0.39,0.3543,1.042
459,484,0.0188,null,0.2708,0.2809,0.0
460,485,0.3264,null,0.5818,0.2528,0.9457
461,486,0.1968,null,0.3364,0.1891,1.0831
462,487,0.1635,null,0.1471,0.2857,0.6013
463,488,0.1807,null,0.1062,0.3119,0.5815
464,490,0.7101,null,0.6041,0.3305,1.2743
465,492,0.4502,null,0.5475,0.24,1.0814
466,493,0.114,null,0.6021,0.2916,0.7212
467,494,0.4959,null,0.5015,0.4741,1.3401
468,496,0.2909,null,0.015,0.1823,1.214
469,497,0.0499,null,0.0,0.0979,1.1044
470,498,0.5005,null,0.0815,0.4937,0.3961
471,505,0.874,1.592,0.681,0.202,null
472,506,0.868,1.59,0.683,0.284,null
473,507,0.927,1.549,0.66,0.256,null
474,508,0.914,1.644,0.677,0.353,null
475,509,0.861,1.582,0.686,0.286,null
476,510,0.878,1.488,0.638,0.333,null
477,511,0.913,1.501,0.659,0.285,null
478,512,0.876,1.601,0.669,0.365,null
479,513,0.891,1.504,0.617,0.242,null
480,514,0.896,1.52,0.632,0.196,null
481,515,0.896,1.532,0.653,0.321,null
482,516,0.91,1.573,0.647,0.361,null
483,517,0.888,1.433,0.464,0.262,null
484,518,0.883,1.559,0.533,0.354,null
485,519,0.817,1.459,0.632,0.143,null
486,520,0.876,1.583,0.614,0.307,null
487,521,0.861,1.474,0.586,0.273,null
488,522,0.819,1.471,0.547,0.291,null
489,523,0.854,1.489,0.543,0.064,null
490,524,0.894,1.483,0.583,0.188,null
491,525,0.67,0.776,0.284,0.186,null
492,526,0.884,1.525,0.645,0.376,null
493,527,0.908,1.466,0.52,0.098,null
494,528,0.761,1.252,0.479,0.069,null
495,529,0.857,1.436,0.418,0.151,null
496,530,0.771,1.459,0.625,0.13,null
497,531,0.633,1.331,0.509,0.098,null
498,532,0.965,1.538,0.449,0.142,null
499,533,0.608,1.268,0.604,0.179,null
500,534,0.946,1.501,0.281,0.137,null
501,535,1.008,1.451,0.631,0.261,null
502,536,0.675,1.474,0.493,0.11,null
503,537,0.856,1.506,0.633,0.16,null
504,538,0.639,1.231,0.461,0.065,null
505,539,0.578,1.23,0.448,0.274,null
506,540,0.759,1.438,0.597,0.125,null
507,541,0.776,1.537,0.354,0.118,null
508,542,0.605,1.584,0.724,0.328,null
509,543,0.808,1.331,0.431,0.197,null
510,544,0.698,1.366,0.594,0.243,null
511,545,0.716,1.527,0.35,0.026,null
512,546,0.564,1.492,0.575,0.171,null
513,547,0.781,1.448,0.546,0.108,null
514,548,0.635,1.439,0.531,0.099,null
515,549,0.909,1.191,0.423,0.202,null
516,550,0.7,1.319,0.527,0.208,null
517,551,0.726,1.219,0.528,0.088,null
518,552,0.675,1.301,0.554,0.167,null
519,553,0.684,1.387,0.584,0.245,null
520,554,0.631,1.516,0.454,0.148,null
521,555,0.737,1.532,0.553,0.086,null
522,556,0.513,1.312,0.643,0.12,null
523,557,0.732,1.401,0.259,0.061,null
524,558,0.707,1.417,0.637,0.364,null
525,559,0.744,1.468,0.57,0.062,null
526,560,0.622,1.205,0.459,0.197,null
527,561,0.671,1.454,0.363,0.092,null
528,562,0.736,1.33,0.556,0.114,null
529,563,0.884,1.429,0.562,0.055,null
530,564,0.693,1.493,0.575,0.096,null
531,565,0.955,1.204,0.244,0.175,null
532,566,0.988,1.462,0.553,0.079,null
533,567,0.674,1.249,0.53,0.092,null
534,568,0.685,1.369,0.288,0.134,null
535,569,0.508,1.223,0.606,0.141,null
536,570,0.424,0.81,0.334,0.216,null
537,571,0.615,1.522,0.541,0.162,null
538,572,0.614,1.441,0.578,0.12,null
539,573,0.758,1.078,0.28,0.216,null
540,574,0.62,1.301,0.232,0.171,null
541,575,0.598,1.166,0.292,0.187,null
542,576,0.729,1.279,0.259,0.111,null
543,577,0.599,1.479,0.399,0.065,null
544,578,0.594,1.416,0.54,0.281,null
545,579,0.7,1.498,0.307,0.101,null
546,580,0.909,1.211,0.495,0.179,null
547,581,0.879,1.202,0.131,0.0,null
548,582,1.03,1.29,0.524,0.246,null
549,583,0.737,1.161,0.38,0.12,null
550,584,0.553,1.35,0.496,0.116,null
551,585,0.575,1.517,0.395,0.253,null
552,586,0.669,1.258,0.356,0.311,null
553,587,0.702,1.365,0.618,0.177,null
554,588,0.522,1.215,0.538,0.484,null
555,589,0.08,0.872,0.467,0.146,null
556,590,0.24,0.372,0.44,0.163,null
557,592,0.343,0.811,0.514,0.091,null
558,592,0.204,1.136,0.312,0.197,null
559,593,0.603,1.161,0.43,0.031,null
560,594,0.691,1.239,0.394,0.173,null
561,595,0.337,0.896,0.499,0.212,null
562,596,0.539,1.228,0.526,0.302,null
563,597,0.686,1.38,0.324,0.106,null
564,598,0.799,1.142,0.597,0.029,null
565,599,0.517,1.533,0.417,0.199,null
566,600,0.712,1.515,0.359,0.064,null
567,601,0.669,0.797,0.46,0.026,null
568,602,0.182,0.891,0.454,0.183,null
569,603,0.657,1.469,0.133,0.056,null
570,604,0.687,1.154,0.077,0.055,null
571,605,0.433,1.117,0.406,0.138,null
572,606,0.211,0.792,0.394,0.185,null
573,607,0.221,0.867,0.39,0.175,null
574,608,0.441,1.034,0.626,0.23,null
575,609,0.79,0.817,0.419,0.149,null
576,610,0.457,1.088,0.696,0.256,null
577,611,0.579,0.85,0.58,0.153,null
578,612,0.404,1.164,0.356,0.032,null
579,613,0.33,1.41,0.516,0.103,null
580,614,0.536,0.971,0.304,0.148,null
581,615,0.785,1.179,0.503,0.214,null
582,616,0.254,1.097,0.312,0.175,null
583,618,0.152,1.233,0.367,0.139,null
584,619,0.048,1.172,0.462,0.201,null
585,620,0.666,0.99,0.26,0.077,null
586,621,0.643,0.592,0.375,0.038,null
587,622,0.691,0.771,0.459,0.282,null
588,623,0.645,1.265,0.468,0.13,null
589,624,0.173,0.902,0.531,0.206,null
590,625,0.454,1.048,0.504,0.352,null
591,626,0.365,1.281,0.519,0.051,null
592,627,0.609,1.413,0.163,0.187,null
593,628,0.267,0.858,0.419,0.206,null
594,629,0.602,1.217,0.266,0.086,null
595,630,0.237,1.09,0.45,0.259,null
596,631,0.053,0.907,0.189,0.181,null
597,632,0.69,0.906,0.271,0.04,null
598,633,0.292,1.245,0.129,0.134,null
