SOCIAL_INDEX_ID,COUNTRY_YEAR_ID,LIFE_EXPECTANCY,SOCIAL_SUPPORT,FREEDOM,GENEROSITY,FAMILY
1296,1413,0.6728,0.88,0.746,0.206,null
1297,1414,0.653,0.857,0.84,-0.08,null
1298,1415,0.6223,0.836,0.832,-0.06,null
1299,1416,0.671,0.89,0.805,0.063,null
1300,1417,0.6495,0.889,0.719,-0.03,null
1301,1418,0.6685,0.911,0.934,0.181,null
1302,1421,0.7115,0.835,0.568,-0.24,null
1303,1422,0.7728,0.817,0.687,-0.026,null
1304,1423,0.6895,0.917,0.757,-0.093,null
1305,1425,0.605,0.933,0.701,0.19,null
1306,1426,0.6566,0.799,0.877,0.16,null
1307,1427,0.655,0.821,0.939,-0.004,null
1308,1428,0.6305,0.804,0.88,0.531,null
1309,1429,0.5595,0.572,0.733,0.003,null
1310,1430,0.5609,0.437,0.743,-0.043,null
1311,1432,0.5685,0.605,0.73,-0.004,null
1312,1432,0.5538,0.652,0.664,0.086,null
1313,1435,0.5876,0.641,0.777,0.139,null
1314,1436,0.6185,0.748,0.808,0.146,null
1315,1437,0.6866,0.796,0.475,-0.077,null
1316,1438,0.6869,0.836,0.882,-0.041,null
1317,1440,0.665,0.918,0.801,-0.057,null
1318,1441,0.639,0.553,0.787,-0.231,null
1319,1442,0.5585,0.686,0.686,0.015,null
1320,1443,0.6405,0.839,0.659,0.128,null
1321,1444,0.6655,0.855,0.571,-0.117,null
1322,1445,0.6,0.629,0.772,0.011,null
1323,1446,0.5419,0.649,0.659,0.125,null
1324,1447,0.5655,0.59,0.788,0.032,null
1325,1448,0.6095,0.679,0.919,0.091,null
1326,1449,0.6915,0.718,0.794,-0.007,null
1327,1450,0.619,0.747,0.958,0.073,null
1328,1451,0.6455,0.544,0.845,0.005,null
1329,1452,0.5825,0.746,0.642,-0.187,null
1330,1453,0.5699,0.907,0.73,-0.087,null
1331,1454,0.6342,0.718,0.646,-0.005,null
1332,1455,0.6615,0.53,0.474,-0.141,null
1333,1456,0.5546,0.663,0.696,0.095,null
1334,1457,0.579,0.584,0.596,0.364,null
1335,1458,0.554,0.593,0.713,-0.028,null
1336,1459,0.5489,0.74,0.718,0.073,null
1337,1460,0.6779,0.79,0.796,-0.155,null
1338,1461,0.6495,0.716,0.786,-0.254,null
1339,1462,0.666,0.778,0.593,0.173,null
1340,1463,0.676,0.729,0.77,-0.15,null
1341,1464,0.5153,0.692,0.851,0.047,null
1342,1465,0.585,0.69,0.696,0.288,null
1343,1466,0.5685,0.787,0.669,-0.126,null
1344,1467,0.6455,0.878,0.795,0.24,null
1345,1468,0.567,0.596,0.735,0.154,null
1346,1470,0.5891,0.794,0.701,0.114,null
1347,1471,0.5312,0.722,0.677,0.221,null
1348,1472,0.67,0.73,0.576,-0.213,null
1349,1473,0.6048,0.644,0.622,-0.013,null
1350,1474,0.6715,0.826,0.787,-0.03,null
1351,1476,0.6139,0.787,0.727,0.491,null
1352,1477,0.5942,0.471,0.47,-0.014,null
1353,1478,0.5745,0.595,0.657,0.024,null
1354,1479,0.607,0.782,0.72,0.273,null
1355,1480,0.5805,0.65,0.522,0.075,null
1356,1481,0.635,0.726,0.732,-0.183,null
1357,1482,0.549,0.555,0.66,0.105,null
1358,1484,0.5503,0.694,0.791,0.098,null
1359,1487,0.6078,0.608,0.897,0.072,null
1360,1488,0.5848,0.531,0.75,0.005,null
1361,1490,0.5472,0.753,0.742,-0.215,null
1362,1491,0.594,0.653,0.838,0.182,null
1363,1494,0.5405,0.69,0.654,-0.046,null
1364,1496,0.5471,0.341,0.382,-0.081,null
1365,1507,0.665,0.805,0.769,0.131,null
1366,1510,0.6905,0.953,0.903,0.04,null
