COUNTRY_YEAR_ID,YEAR,COUNTRY_CODE
1407,2023,PERU
1408,2023,SERB
1409,2023,BOLI
1410,2023,PAKI
1411,2023,PARA
1412,2023,DOMI
1413,2023,BOSN
1414,2023,MOLD
1415,2023,TAJI
1416,2023,MONT
1417,2023,RUSS
1418,2023,KYRG
1419,2023,BELA
1420,2023,NOTC
1421,2023,GREE
1422,2023,HONG
1423,2023,CROA
1424,2023,LIBY
1425,2023,MONG
1426,2023,MALY
1427,2023,VIET
1428,2023,INDO
1429,2023,IVOR
1430,2023,BENI
1431,2023,MALD
1432,2023,CONG
1433,2023,AZER
1434,2023,MACE
1435,2023,GHAN
1436,2023,NEPA
1437,2023,TURK
1438,2023,CHIN
1439,2023,TURM
1440,2023,BULG
1441,2023,MORO
1442,2023,CAME
1443,2023,VENE
1444,2023,ALGE
1445,2023,SENE
1446,2023,GUIN
1447,2023,NIGE
1448,2023,LAOS
1449,2023,ALBA
1450,2023,CAMB
1451,2023,BANG
1452,2023,GABO
1453,2023,SOAF
1454,2023,IRAQ
1455,2023,LEBA
1456,2023,BURK
1457,2023,GAMB
1458,2023,MALI
1459,2023,NIGA
1460,2023,ARME
1461,2023,GEOR
1462,2023,IRAN
1463,2023,JORD
1464,2023,MOZA
1465,2023,KENY
1466,2023,NAMI
1467,2023,UKRA
1468,2023,LIBE
1469,2023,PALE
1470,2023,UGAN
1471,2023,CHAD
1472,2023,TUNI
1473,2023,MAUR
1474,2023,SRIL
1475,2023,SWAZ
1476,2023,MYAN
1477,2023,COMO
1478,2023,TOGO
1479,2023,ETHI
1480,2023,MADA
1481,2023,EGYP
1482,2023,SIER
1483,2023,BURU
1484,2023,ZAMB
1485,2023,HAIT
1486,2023,LESO
1487,2023,IND
1488,2023,MALA
1489,2023,YEME
1490,2023,BOTS
1491,2023,TANZ
1492,2023,CENT
1493,2023,RWAN
1494,2023,ZIMB
1495,2023,SSUD
1496,2023,AFGH
1497,2023,PUER
1498,2023,QATA
1499,2023,SURI
1500,2023,BELI
1501,2023,SOMA
1502,2023,BHUT
1503,2023,SOML
1504,2023,SUDA
1505,2023,ANGO
1506,2023,SYRI
1507,2023,NOTM
1508,2023,OMAN
1509,2023,DJIB
1510,2023,CZEC
1511,2023,ESWA
1512,2023,XX
